Symbol,Name,Sector,Industry
LCTX,Lineage Cell Therapeutics Inc.,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
LCUT,Lifetime Brands Inc.,Consumer Durables,Home Furnishings
LCY,Landcadia Holdings III Inc. Class A,,
LCYAU,Landcadia Holdings III Inc. Unit ,,
LCYAW,Landcadia Holdings III Inc. Warrant,Finance,Business Services
LDHA,LDH Growth Corp I Class A Ordinary Shares,Finance,Business Services
LDHAU,LDH Growth Corp I Units,Finance,Business Services
LDHAW,LDH Growth Corp I Warrant,Finance,Business Services
LDI,loanDepot Inc. Class A,Finance,Finance: Consumer Services
LDL,Lydall Inc.,Technology,Industrial Machinery/Components
LDOS,Leidos Holdings Inc.,Technology,EDP Services
LDP,Cohen & Steers Limited Duration Preferred and Income Fund Inc.,,
LE,Lands' End Inc.,Consumer Services,Clothing/Shoe/Accessory Stores
LEA,Lear Corporation,Capital Goods,Auto Parts:O.E.M.
LEAF,Leaf Group Ltd.,Technology,EDP Services
LEAP,Ribbit LEAP Ltd. Class A Ordinary Shares,Finance,Business Services
LECO,Lincoln Electric Holdings Inc. Common Shares,Capital Goods,Industrial Machinery/Components
LEDS,SemiLEDS Corporation,Technology,Semiconductors
LEE,Lee Enterprises Incorporated,Consumer Services,Newspapers/Magazines
LEG,Leggett & Platt Incorporated,Consumer Durables,Home Furnishings
LEGA,Lead Edge Growth Opportunities Ltd Class A Ordinary Shares,Finance,Business Services
LEGAU,Lead Edge Growth Opportunities Ltd Units,Finance,Business Services
LEGH,Legacy Housing Corporation (TX),Basic Industries,Homebuilding
LEGN,Legend Biotech Corporation American Depositary Shares,Health Care,Major Pharmaceuticals
LEGO,Legato Merger Corp. Common stock,,
LEGOU,Legato Merger Corp. Units,,
LEGOW,Legato Merger Corp. Warrant,Finance,Business Services
LEJU,Leju Holdings Limited American Depositary Shares each representing one Ordinary share,Finance,Real Estate
LEN,Lennar Corporation Class A,Consumer Services,Building operators
LEO,BNY Mellon Strategic Municipals Inc.,,
LESL,Leslie's Inc.,Consumer Services,
LEU,Centrus Energy Corp. Class A,,
LEV,The Lion Electric Company Common Shares,Finance,Business Services
LEVI,Levi Strauss & Co Class A,Basic Industries,Industrial Specialties
LEVL,Level One Bancorp Inc.,,
LEVLP,Level One Bancorp Inc. Depositary Shares Each Representing a 1/100th Interest in a Share of 7.50% Non-Cumulative Perpetual Preferred Stock Series B,,
LEXX,Lexaria Bioscience Corp.,Consumer Non-Durables,Farming/Seeds/Milling
LEXXW,Lexaria Bioscience Corp. Warrant,Basic Industries,Precious Metals
LFC,China Life Insurance Company Limited American Depositary Shares,Finance,Life Insurance
LFMD,LifeMD Inc.,Miscellaneous,Diversified Commercial Services
LFT,Lument Finance Trust Inc.,Consumer Services,Real Estate Investment Trusts
LFT^A,Lument Finance Trust Inc. 7.875% Series A Cumulative Redeemable Preferred Stock,,
LFTR,Lefteris Acquisition Corp. Class A,,
LFTRU,Lefteris Acquisition Corp. Unit,,
LFTRW,Lefteris Acquisition Corp. Warrant,Finance,Business Services
LFUS,Littelfuse Inc.,Technology,Electronic Components
LFVN,Lifevantage Corporation (Delaware),Consumer Non-Durables,Farming/Seeds/Milling
LGAC,Lazard Growth Acquisition Corp. I Ordinary Shares,Finance,Business Services
LGACU,Lazard Growth Acquisition Corp. I Units,Finance,Business Services
LGACW,Lazard Growth Acquisition Corp. I Warrants,Finance,Business Services
LGHL,Lion Group Holding Ltd. American Depositary Share,Finance,Investment Bankers/Brokers/Service
LGHLW,Lion Group Holding Ltd. Warrant,Finance,Investment Bankers/Brokers/Service
LGI,Lazard Global Total Return and Income Fund,,
LGIH,LGI Homes Inc.,Capital Goods,Homebuilding
LGL,LGL Group Inc. (The),Capital Goods,Industrial Machinery/Components
LGND,Ligand Pharmaceuticals Incorporated,Health Care,Major Pharmaceuticals
LGO,Largo Resources Ltd. Common Shares,,
LGV,Longview Acquisition Corp. II Class A,,
LGVN,Longeveron Inc. Class A,Consumer Durables,Specialty Chemicals
LH,Laboratory Corporation of America Holdings,Health Care,Medical Specialities
LHAA,Lerer Hippeau Acquisition Corp. Class A,,
LHC,Leo Holdings Corp. II Class A Ordinary Shares,Finance,Business Services
LHCG,LHC Group,Health Care,Medical/Nursing Services
LHDX,Lucira Health Inc.,Health Care,Precision Instruments
LHX,L3Harris Technologies Inc.,Capital Goods,Industrial Machinery/Components
LI,Li Auto Inc. American Depositary Shares,Capital Goods,Auto Manufacturing
LIFE,aTyr Pharma Inc.,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
LII,Lennox International Inc.,Capital Goods,Industrial Machinery/Components
LIII,Leo Holdings III Corp. Class A Ordinary Shares,,
LILA,Liberty Latin America Ltd. Class A,Consumer Services,Television Services
LILAK,Liberty Latin America Ltd. Class C,Consumer Services,Television Services
LIN,Linde plc Ordinary Share,Basic Industries,Major Chemicals
LINC,Lincoln Educational Services Corporation,Miscellaneous,Service to the Health Industry
LIND,Lindblad Expeditions Holdings Inc.,,
LINK,Interlink Electronics Inc.,Capital Goods,Industrial Machinery/Components
LINX,Linx S.A. American Depositary Shares each representing one common share,Technology,Computer Software: Prepackaged Software
LIQT,LiqTech International Inc.,Capital Goods,Industrial Machinery/Components
LITB,LightInTheBox Holding Co. Ltd. American Depositary Shares each representing 2 ordinary shares,Consumer Services,Catalog/Specialty Distribution
LITE,Lumentum Holdings Inc.,Technology,Computer peripheral equipment
LIV,Emles @Home ETF,,
LIVE,Live Ventures Incorporated,Capital Goods,Recreational Products/Toys
LIVK,LIV Capital Acquisition Corp. Class A Ordinary Shares,Finance,Business Services
LIVKU,LIV Capital Acquisition Corp. Unit,Finance,Business Services
LIVKW,LIV Capital Acquisition Corp. Warrant,Finance,Business Services
LIVN,LivaNova PLC Ordinary Shares,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
LIVX,LiveXLive Media Inc.,Consumer Services,Movies/Entertainment
LIXT,Lixte Biotechnology Holdings Inc.,Health Care,Major Pharmaceuticals
LIXTW,Lixte Biotechnology Holdings Inc. Warrants,Health Care,Major Pharmaceuticals
LIZI,LIZHI INC. American Depositary Shares,Technology,Computer Software: Programming Data Processing
LJAQU,LightJump Acquisition Corporation Unit,,
LJAQW,LightJump Acquisition Corporation Warrant,Finance,Business Services
LJPC,La Jolla Pharmaceutical Company,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
LKCO,Luokung Technology Corp Ordinary Shares,Consumer Services,Telecommunications Equipment
LKFN,Lakeland Financial Corporation,Finance,Major Banks
LKQ,LKQ Corporation,Capital Goods,Automotive Aftermarket
LL,Lumber Liquidators Holdings Inc,Consumer Services,RETAIL: Building Materials
LLNW,Limelight Networks Inc.,,
LLY,Eli Lilly and Company,Health Care,Major Pharmaceuticals
LMACA,Liberty Media Acquisition Corporation Series A,,
LMACU,Liberty Media Acquisition Corporation Unit,,
LMACW,Liberty Media Acquisition Corporation Warrants,Finance,Business Services
LMAO,LMF Acquisition Opportunities Inc. Class A common stock,,
LMAOU,LMF Acquisition Opportunities Inc. Unit,,
LMAOW,LMF Acquisition Opportunities Inc. Warrant,Finance,Business Services
LMAT,LeMaitre Vascular Inc.,Health Care,Medical/Dental Instruments
LMB,Limbach Holdings Inc.,Consumer Services,Military/Government/Technical
LMFA,LM Funding America Inc.,Finance,Finance: Consumer Services
LMND,Lemonade Inc.,Finance,Property-Casualty Insurers
LMNL,Liminal BioSciences Inc. Common Shares,,
LMNR,Limoneira Co,,
LMNX,Luminex Corporation,Health Care,Medical/Dental Instruments
LMPX,LMP Automotive Holdings Inc.,,
LMRK,Landmark Infrastructure Partners LP Common Units,Consumer Services,Real Estate
LMRKN,Landmark Infrastructure Partners LP 7% Series C Fltg/Fxd Perpetual Conv Preferred Stock,Consumer Services,Real Estate
LMRKO,Landmark Infrastructure Partners LP Perpetual Preferred Units Series B 7.90%,Consumer Services,Real Estate
LMRKP,Landmark Infrastructure Partners LP 8.00% Series A Cumulative Redeemable Perpetual Preferred Units,Consumer Services,Real Estate
LMST,Limestone Bancorp Inc.,Finance,Major Banks
LMT,Lockheed Martin Corporation,Capital Goods,Aerospace
LNC,Lincoln National Corporation,Finance,Life Insurance
LND,Brasilagro Brazilian Agric Real Estate Co Sponsored ADR (Brazil),Consumer Non-Durables,Farming/Seeds/Milling
LNDC,Landec Corporation (DE),Consumer Non-Durables,Farming/Seeds/Milling
LNFA,L&amp;F Acquisition Corp. Class A Ordinary Shares,Finance,Business Services
LNG,Cheniere Energy Inc.,Public Utilities,Oil/Gas Transmission
LNN,Lindsay Corporation,Capital Goods,Industrial Machinery/Components
LNSR,LENSAR Inc.,Health Care,Medical Electronics
LNT,Alliant Energy Corporation,Public Utilities,Power Generation
LNTH,Lantheus Holdings Inc.,Health Care,Medical Specialities
LOAN,Manhattan Bridge Capital Inc,Consumer Services,Real Estate Investment Trusts
LOB,Live Oak Bancshares Inc.,Finance,Commercial Banks
LOCO,El Pollo Loco Holdings Inc.,Consumer Services,Restaurants
LODE,Comstock Mining Inc.,Finance,Real Estate
LOGC,LogicBio Therapeutics Inc.,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
LOGI,Logitech International S.A. Ordinary Shares,Technology,Computer peripheral equipment
LOKB,Live Oak Acquisition Corp. II Class A,,
LOKM,Live Oak Mobility Acquisition Corp. Class A,,
LOMA,Loma Negra Compania Industrial Argentina Sociedad Anonima ADS,Capital Goods,Building Materials
LOOP,Loop Industries Inc.,Public Utilities,Telecommunications Equipment
LOPE,Grand Canyon Education Inc.,Miscellaneous,Service to the Health Industry
LORL,Loral Space and Communications Inc.,Public Utilities,Telecommunications Equipment
LOTZ,CarLotz Inc. Class A,Consumer Services,Other Specialty Stores
LOTZW,CarLotz Inc. Warrant,Consumer Services,Other Specialty Stores
LOV,Spark Networks Inc. American Depositary Shares (each representing one-tenth of an Ordinary Share),Miscellaneous,Other Consumer Services
LOVE,The Lovesac Company,,
LOW,Lowe's Companies Inc.,Consumer Services,RETAIL: Building Materials
LPCN,Lipocine Inc.,Health Care,Major Pharmaceuticals
LPG,Dorian LPG Ltd.,Transportation,Marine Transportation
LPI,Laredo Petroleum Inc.,Energy,Oil & Gas Production
LPL,LG Display Co Ltd AMERICAN DEPOSITORY SHARES,Capital Goods,Industrial Machinery/Components
LPLA,LPL Financial Holdings Inc.,Finance,Investment Bankers/Brokers/Service
LPRO,Open Lending Corporation Class A,Finance,Finance: Consumer Services
LPSN,LivePerson Inc.,Technology,EDP Services
LPTH,LightPath Technologies Inc. Class A,Capital Goods,Electronic Components
LPTX,Leap Therapeutics Inc.,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
LPX,Louisiana-Pacific Corporation,,
LQDA,Liquidia Corporation,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
LQDT,Liquidity Services Inc.,Consumer Services,Catalog/Specialty Distribution
LRCX,Lam Research Corporation,Technology,Industrial Machinery/Components
LRMR,Larimar Therapeutics Inc.,Health Care,Major Pharmaceuticals
LRN,Stride Inc.,Miscellaneous,Other Consumer Services
LSAQ,LifeSci Acquisition II Corp.,,
LSBK,Lake Shore Bancorp Inc.,Finance,Savings Institutions
LSCC,Lattice Semiconductor Corporation,Technology,Semiconductors
LSEA,Landsea Homes Corporation,,
LSEAW,Landsea Homes Corporation Warrant,,
LSF,Laird Superfood Inc.,Consumer Non-Durables,Specialty Foods
LSI,Life Storage Inc.,Consumer Services,Real Estate Investment Trusts
LSPD,Lightspeed POS Inc. Subordinate Voting Shares,,
LSTR,Landstar System Inc.,Transportation,Trucking Freight/Courier Services
LSXMA,Liberty Media Corporation Series A Liberty SiriusXM,Consumer Services,Broadcasting
LSXMB,Liberty Media Corporation Series B Liberty SiriusXM,Consumer Services,Broadcasting
LSXMK,Liberty Media Corporation Series C Liberty SiriusXM,Consumer Services,Broadcasting
LTBR,Lightbridge Corporation,Miscellaneous,Business Services
LTC,LTC Properties Inc.,Consumer Services,Real Estate Investment Trusts
LTHM,Livent Corporation,Basic Industries,Industrial Specialties
LTRN,Lantern Pharma Inc.,Health Care,Major Pharmaceuticals
LTRPA,Liberty TripAdvisor Holdings Inc. Series A,,
LTRPB,Liberty TripAdvisor Holdings Inc. Series B,,
LTRX,Lantronix Inc.,Capital Goods,Telecommunications Equipment
LU,Lufax Holding Ltd American Depositary Shares two of which representing one Ordinary Share,Finance,Finance: Consumer Services
LUB,Luby's Inc.,Consumer Services,Restaurants
LULU,lululemon athletica inc.,,
LUMN,Lumen Technologies Inc.,Public Utilities,Telecommunications Equipment
LUMO,Lumos Pharma Inc.,Health Care,Major Pharmaceuticals
LUNA,Luna Innovations Incorporated,Health Care,Biotechnology: Commercial Physical & Biological Resarch
LUNG,Pulmonx Corporation,Health Care,Industrial Specialties
LUV,Southwest Airlines Company,Transportation,Air Freight/Delivery Services
LUXA,Lux Health Tech Acquisition Corp. Class A,,
LUXAU,Lux Health Tech Acquisition Corp. Units,,
LUXAW,Lux Health Tech Acquisition Corp. Warrants,Finance,Business Services
LUXE,Emles Trust Emles Luxury Goods ETF,,
LVRA,Levere Holdings Corp. Class A Ordinary Shares,Finance,Business Services
LVRAU,Levere Holdings Corp. Unit,Finance,Business Services
LVRAW,Levere Holdings Corp. Warrant,Finance,Business Services
LVS,Las Vegas Sands Corp.,Consumer Services,Hotels/Resorts
LVTX,LAVA Therapeutics N.V. Ordinary Shares,Health Care,Major Pharmaceuticals
LW,Lamb Weston Holdings Inc. ,Consumer Non-Durables,Specialty Foods
LWAC,Locust Walk Acquisition Corp. Class A,Consumer Services,Other Pharmaceuticals
LWACU,Locust Walk Acquisition Corp. Unit,Consumer Services,Other Pharmaceuticals
LWACW,Locust Walk Acquisition Corp. Warrant,Finance,Business Services
LWAY,Lifeway Foods Inc.,Consumer Non-Durables,Specialty Foods
LX,LexinFintech Holdings Ltd. American Depositary Shares,Finance,Finance: Consumer Services
LXEH,Lixiang Education Holding Co. Ltd. American Depositary Shares,Consumer Services,Other Consumer Services
LXFR,Luxfer Holdings PLC Ordinary Shares,Capital Goods,Metal Fabrications
LXP,Lexington Realty Trust,,
LXP^C,Lexington Realty Trust Preferred Conv. Series C,,
LXRX,Lexicon Pharmaceuticals Inc.,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
LXU,LSB Industries Inc.,Basic Industries,Industrial Specialties
LYB,LyondellBasell Industries NV Ordinary Shares Class A (Netherlands),Basic Industries,Major Chemicals
LYFE,2ndVote Life Neutral Plus ETF,,
LYFT,Lyft Inc. Class A,Technology,EDP Services
LYG,Lloyds Banking Group Plc American Depositary Shares,Finance,Commercial Banks
LYL,Dragon Victory International Limited Ordinary Shares,Finance,Finance/Investors Services
LYRA,Lyra Therapeutics Inc.,Consumer Durables,Specialty Chemicals
LYTS,LSI Industries Inc.,Consumer Durables,Building Products
LYV,Live Nation Entertainment Inc.,Consumer Services,Movies/Entertainment
LZB,La-Z-Boy Incorporated,Consumer Durables,Home Furnishings
M,Macy's Inc,Consumer Services,Department/Specialty Retail Stores
MA,Mastercard Incorporated,Miscellaneous,Business Services
MAA,Mid-America Apartment Communities Inc.,Consumer Services,Real Estate Investment Trusts
MAA^I,Mid-America Apartment Communities Inc. 8.50% Series I Cumulative Redeemable Preferred Stock,,
MAAC,Montes Archimedes Acquisition Corp. Class A,,
MAACU,Montes Archimedes Acquisition Corp. Unit,,
MAACW,Montes Archimedes Acquisition Corp. Warrant,Finance,Business Services
MAC,Macerich Company (The),Consumer Services,Real Estate Investment Trusts
MACA,Moringa Acquisition Corp Class A Ordinary Shares,Finance,Business Services
MACAU,Moringa Acquisition Corp Units,Finance,Business Services
MACAW,Moringa Acquisition Corp Warrant,Finance,Business Services
MACC,Mission Advancement Corp. Class A,,
MACK,Merrimack Pharmaceuticals Inc.,Health Care,Major Pharmaceuticals
MACQ,MCAP Acquisition Corporation Class A,,
MACQU,MCAP Acquisition Corporation Unit,,
MACQW,MCAP Acquisition Corporation Warrants,,
MACU,Mallard Acquisition Corp. Common stock,,
MACUW,Mallard Acquisition Corp. Warrant,Finance,Business Services
MAG,MAG Silver Corporation Ordinary Shares,Basic Industries,Precious Metals
MAGS,Magal Security Systems Ltd. Ordinary Shares,Capital Goods,Telecommunications Equipment
MAIN,Main Street Capital Corporation,Finance,Finance/Investors Services
MAMB,Monarch Ambassador Income ETF,,
MAN,ManpowerGroup,Technology,Professional Services
MANH,Manhattan Associates Inc.,Technology,Computer Software: Prepackaged Software
MANT,ManTech International Corporation $0.01 Par Value,Technology,EDP Services
MANU,Manchester United Ltd. Class A Ordinary Shares,Consumer Services,Movies/Entertainment
MAQCU,Maquia Capital Acquisition Corporation Unit,,
MAR,Marriott International Class A,Consumer Services,Hotels/Resorts
MARA,Marathon Digital Holdings Inc.,Finance,Investment Managers
MARK,Remark Holdings Inc.,Consumer Services,Telecommunications Equipment
MARPS,Marine Petroleum Trust Units of Beneficial Interest,Energy,Oilfield Services/Equipment
MAS,Masco Corporation,Capital Goods,Building Products
MASI,Masimo Corporation,Health Care,Medical/Dental Instruments
MASS,908 Devices Inc.,Health Care,Medical/Dental Instruments
MAT,Mattel Inc.,Consumer Non-Durables,Recreational Products/Toys
MATW,Matthews International Corporation Class A,Miscellaneous,Other Consumer Services
MATX,Matson Inc.,Transportation,Marine Transportation
MAV,Pioneer Municipal High Income Advantage Fund Inc.,,
